fig_num,name,num_parts
fig-000446,"Fireman, Red Jacket with Straps, White Helmet with Visor, Orange Sunglasses",5
fig-000447,Jay (The Golden Weapons),4
fig-000448,Woody with Molded Head,3
fig-000449,Green Army Man,5
fig-000450,Jake Raines in Hat with Goggles,5
fig-000451,Gypsy Moth / Navigator Sharp with Airtanks,5
fig-000452,Rattla,4
fig-000453,"Lion Knight, Archer, Wide Brim Helmet, Quiver",5
fig-000454,"Dragon Knight, Dark Green, Helmet, Stubble",4
fig-000455,Jay ZX (3626c Head),4
fig-000456,"Mia - Medium Blue Top, Lime Shorts",4
fig-000457,"Harry Potter, Gryffindor Sweater with Crest",4
fig-000458,"Racer, Red Jacket with Classic Space Logo, Blue Helmet with Visor",5
fig-000459,Football Player,6
fig-000460,Hawkeye with Red Glasses,4
fig-000461,Lex Luthor with Dark Purple Legs and Bright Green Shoulder Armor,7
fig-000462,"Racer, White Shirt with Two Stripes and 'S', White Legs, Black Helmet",4
fig-000463,Winter Soldier,4
fig-000464,Lord Sam Sinister,4
fig-000465,"Fireman, Orange Safety Vest with Radio, Dark Red Helmet, Beard",4
fig-000466,"Geonosian, Dark Tan",3
fig-000467,"Blue Jacket, White Legs, Black Hair",4
fig-000468,"Man, Plain Black, Helmet and Visor",6
fig-000469,Professor Webb / Locust with Airtanks,5
fig-000470,Insectoids Droid / Gigabot,4
fig-000471,"Harry Potter, Yellow Skin, Hogwarts Sweater with Crest, Black Hat, Cape with Stars",5
fig-000472,"Blue Torso, Green Legs, Red Hat",4
fig-000473,Hulk Dark Red Stripes and Avengers Logo on Trousers,4
fig-000474,"Ninja, Master",5
fig-000475,"Shogun, Armor and Helmet with Horn, White Robe",6
fig-000476,"Man, Green Jacket, Black Legs, Black Cap",4
fig-000477,"Timmy, Green Legs, Blue Cap",4
fig-000478,"Man, Blue Overalls, Red Hard Hat",4
fig-000479,"Santa, Plain Red, White Hands, White Eyebrows",5
fig-000480,"Boy, Plain Red Torso, Short Blue Legs, Reddish Brown Hair",4
fig-000481,"Racer, Lime and Black Jumpsuit, Black Helmet with Visor",5
fig-000482,Chief,5
fig-000483,"Man, White Torso, Light Gray Legs, Maersk Blue Cap",4
fig-000484,Jing Lee the Wanderer,4
fig-000485,"Worker - Orange Safety Vest, Blue Legs, Red Helmet, Stubble Beard",4
fig-000486,Race Driver - Team Daredevil 6,4
fig-000487,"RoboForce, Yellow",6
fig-000488,"Soccer Player White Torso with Blue/Red Stripes, Blue Legs #11",4
fig-000489,Buzz Lightyear with Molded Head,7
fig-000490,"Soccer Player Red Torso, White Legs, #18",4
fig-000491,Heroic Knight,7
fig-000492,"Emma - Sand Green Top, Dark Pink Skirt",4
fig-000493,"Kobe Bryant, Los Angeles Lakers #8",3
fig-000494,"Pau Gasol, Memphis Grizzlies #16",3
fig-000495,"Tony Parker, San Antonio Spurs #9",3
fig-000496,"Snowboarder, Dark Gray, Red Helmet, White Vest",6
fig-000497,"Basketball Player, Violet Torso, Violet Legs #3, Non-Spring Legs",3
fig-000498,"Basketball Player, Red Torso, Red Non-spring Legs #4",3
fig-000499,Lizard Man,5
fig-000500,"Woman, Dark Pink Torso, White Legs, Black Hair",4
fig-000501,LEGOLAND Red with White Cowboy Hat,4
fig-000502,Mr. Good and Evil,4
fig-000503,"LEGOLAND Red Torso, Red Legs, White Hat",4
fig-000504,Hera Syndulla,4
fig-000505,"Wizard (Dragon Knights) - Majisto/Wiz, no Cape",5
fig-000506,AT-DP Pilot,4
fig-000507,"Clone Trooper, Phase I Armor, Angry, Printed Legs (11217 Helmet)",4
fig-000508,Hikaru in Gold Armor,4
fig-000509,"Han Solo, Black Vest, Dark Blue Legs, Smooth Hair, Cheek Lines",4
fig-000510,"Imperial Crew / Pilot, Black Uniform, Cavalry Cap, Light Flesh Hands",4
fig-000511,"Liza - Lime/White Top, Dark Pink Skirt",4
fig-000512,"Olivia - Orange Top, Bright Pink Skirt",4
fig-000513,"Andrea - Lime Top, Light Aqua Skirt",4
fig-000514,"Racer, White Jacket with Zipper, Black Helmet with Visor",5
fig-000515,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, White Cap",4
fig-000516,"Darth Vader, Light Bluish Gray Skin, Scarred Right Cheek, Eyebrows",5
fig-000517,Policeman with Life Jacket,5
fig-000518,Mountain Climber,4
fig-000519,Naida Riverheart with Flower in Hair,5
fig-000520,"Man, Red Jacket with Zipper and Pockets, Blue Legs, Blue Cap",4
fig-000521,"Cameraman - Red Legs, Red Cap",4
fig-000522,Actress,4
fig-000523,"Cameraman - Red Torso, White Legs, White Cap",4
fig-000524,Actor 2,4
fig-000525,Actor 3,4
fig-000526,Pharaoh Hotep,4
fig-000527,"Fireman with Reflective Stripes and Radio, White Fire Helmet, and Beard Stubble",4
fig-000528,Nya (The Golden Weapons),4
fig-000529,Stitch (CMF),3
fig-000530,"Diver, Man, Red Wetsuit, Red Helmet with Mask, Airtank, Flippers, Stubble",8
fig-000531,"Man, Red Jacket with Zipper, Red Legs, Black Hat",4
fig-000532,Alien (CMF),3
fig-000533,"Stephanie - Lavender Jacket, Scarf, Light Aqua Skirt",4
fig-000534,"Black Torso, Black Legs, White Hat",4
fig-000535,"Coast Guard, Light Bluish Gray Shirt with Badge, Blue Cap, Yellow Life Vest, Silver Sunglasses",5
fig-000536,Saxophone Player,4
fig-000537,Aladdin (CMF),4
fig-000538,Genie (CMF),5
fig-000539,Baron Von Barron (Pilot) with Light Gray Hat,6
fig-000540,"Man, Green Jacket, Black Legs, Sunglasses",4
fig-000541,"White Torso, Black Legs, Red Hat",4
fig-000542,"Construction Worker, Orange Safety Vest with Zipper and Pockets, Blue Legs, Red Hard Hat",4
fig-000543,Lady Robot,5
fig-000544,"Green Torso with T, Green Legs, White Cap",4
fig-000545,"Horseback Rider, Team GB (CMF)",5
fig-000546,"Fireman, Black Fire Jacket with Red Belt and Badge, White Helmet, Moustache",4
fig-000547,"Man, Green Jacket, White Legs, Black Hair",4
fig-000548,Alice (CMF),5
fig-000549,"Blue Torso Shirt, Blue Legs, Black Hat",4
fig-000550,Cheshire Cat (CMF),4
fig-000551,Dino Tracker,4
fig-000552,Daisy Duck with Lavender Top (CMF),5
fig-000553,"TIE Pilot, Plain Legs, Plain Brown Head",4
fig-000554,Soccer Player Coca-Cola Defender,4
fig-000555,Coca-Cola Defender 2,4
fig-000556,Soccer Player Coca-Cola Forward 1,4
fig-000557,Soccer Player Coca-Cola Forward 2,4
fig-000558,Soccer Player Coca-Cola Defender 3,4
fig-000559,Soccer Player Coca-Cola Midfielder 2,4
fig-000560,Soccer Player Coca-Cola Forward 3,4
fig-000561,Soccer Player Coca-Cola Forward 4,4
fig-000562,Soccer Player Coca-Cola Referee,4
fig-000563,Soccer Player Coca-Cola Hot Dog Girl,4
fig-000564,Soccer Player Coca-Cola Doctor,4
fig-000565,"TV Worker - White Torso, Blue Legs, Blue Cap, Soccer",4
fig-000566,"Red Riding Jacket with Award Ribbon, Black Riding Helmet, and White Legs",4
fig-000567,Soccer Player Coca-Cola Secret A,4
fig-000568,Soccer Player Coca-Cola Secret B,4
fig-000569,Donald Duck (CMF),5
fig-000570,"Olivia - Bright Pink Top, Lime Trousers",4
fig-000571,"C-3PO, Chrome Gold (30th Anniversary)",3
fig-000572,Aztec Warrior,4
fig-000573,"Wizard (Dragon Knights) - Majisto/Wiz, Plastic Cape",6
fig-000574,Minnie Mouse with Dark Pink with White Spots Dress and Bow (CMF),5
fig-000575,Royal Soldier,4
fig-000576,Mickey Mouse (CMF),3
fig-000577,"Man, Plain Blue, Red Hard Hat",4
fig-000578,"Train Worker - Red Vest, Blue Legs, White Helmet, Plain Face",4
fig-000579,Jester,4
fig-000580,"Train Worker - Red Vest, Dark Gray Legs, White Helmet, Sunglasses",4
fig-000581,"Darth Vader, Chrome Black",5
fig-000582,"Conductor - Yellow Jacket, Black legs, Red Hat",4
fig-000583,Swashbuckler,5
fig-000584,"Conductor - Blue Jacket, Black Legs, Red Hat",4
fig-000585,Mr. Incredible (CMF),4
fig-000586,Syndrome (CMF),5
fig-000587,"Racer, Blue Jumpsuit with Octan Logo, Blue Cap, Yellow Life Vest, Silver Sunglasses",5
fig-000588,"LEGOLAND White Torso, Red Legs, Red Hat",4
fig-000589,Cowgirl,4
fig-000590,Peter Pan (CMF),4
fig-000591,Captain Hook (CMF),4
fig-000592,Hun Warrior,5
fig-000593,"Hermione Granger, Yellow Skin, Medium Blue Sweater",4
fig-000594,"Ron Weasley, Yellow Skin, Blue Sweater, Cape with Stars",5
fig-000595,"Harry Potter, Yellow Skin, Gryffindor Sweater with Crest, Violet Cape",5
fig-000596,Razar with Flat Silver Shoulder Armor,10
fig-000597,Ursula (CMF),4
fig-000598,"Man - White Torso, Blue Overall, Blue Cap - 3626b Head",4
fig-000599,"Green Torso, White Legs, White Cap",4
fig-000600,Ariel (CMF),4
fig-000601,"Darth Maul, Horns, Printed Red Arms",4
fig-000602,"Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Blue Helmet with Visor, Yellow Life Vest, Stubble",6
fig-000603,Fairy,6
fig-000604,"Policewoman, Black Jacket with Zipper and Badge, White Cap",4
fig-000605,Joachim Low (CMF),4
fig-000606,"Fireman, Light Gray Fire Suit with Gauge and Pocket, Black Helmet with Visor, Breathing Apparatus, Airtanks, Moustache",7
fig-000607,"Arctic Explorer, Hood, Printed Orange Goggles",4
fig-000608,"Jay, Kendo Outfit",5
fig-000609,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, Yellow Hands, White Helmet, Cheek Lines",4
fig-000610,TC-14,3
fig-000611,"Stephanie - White Top, Magneta Skirt",4
fig-000612,Elrond,5
fig-000613,Thomas Muller,4
fig-000614,"Blue Torso, Black Legs, Red Hat",4
fig-000615,Cyclops,4
fig-000616,"Policeman, Black JAcket with Zipper, Radio, Badge, and 'POLICE' on Back, White Helmet with Visor, Silver Sunglasses",5
fig-000617,"Red Torso, Orange Legs, Black Hair",4
fig-000618,Bowser Jr.,35
fig-000619,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Black Cap",4
fig-000620,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Cheek Lines",4
fig-000621,"Wizard (Fantasy Era) - Good, no Cape",5
fig-000622,Max Villano with Backpack,5
fig-000623,Sally - Possessed Form,4
fig-000624,"Mars Astronaut, Smirk / Scared",5
fig-000625,Andre Schurrle (CMF),4
fig-000626,"Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Blue Helmet with Visor, Orange Sunglasses",5
fig-000627,Sami Khedira (CMF),4
fig-000628,Mike,4
fig-000629,Baron Von Barron,5
fig-000630,"Construction Worker, Orange Safety vest, Orange Legs, Grey Beard",4
fig-000631,Dr. Charles Lightning,4
fig-000632,Miss Gail Storm with Backpack,5
fig-000633,"Man, Blue Overalls over White V-Neck Shirt, Red Cap, Brown Eyebrows",4
fig-000634,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, Blue Cap (3626a Head)",4
fig-000635,"Lifeguard, White Tank Top with Windsurfer, Blue Legs, Ponytail",4
fig-000636,Hikaru,4
fig-000637,Jerome Boateng (CMF),4
fig-000638,Shadow Knight Vladek,4
fig-000639,Jayko,4
fig-000640,"Man, Open Dark Blue Jacket, Tan Legs, Red Cap",4
fig-000641,"Man, White Torso, Blue Legs, Red Hat",4
fig-000642,"Knight (Black Falcon) - Black Legs, Black Hips, Rounded Shield, Neck-Protector, 3626a",4
fig-000643,"Man, Blue Overalls over Shirt, Blue Legs, Blue Cap",4
fig-000644,"Peasant - Light Gray Legs, Brown Hood",4
fig-000645,"King (Royal Knights) - Blue Legs, Blue Hips, no Cape",4
fig-000646,"Knight (Fright Knights) - Black Helmet, no Plume",4
fig-000647,Max Kruse (CMF),4
fig-000648,Bat Lord (Fright Knights) - Cape,5
fig-000649,"Basketball Player, Tan Torso, Black Legs",3
fig-000650,"Woman - White Torso, Red Legs, Black Hair",4
fig-000651,Medusa,4
fig-000652,"Construction Worker, Blue Torso, Black Legs, Red Hard Hat, Yellow Vest",5
fig-000653,"Man, Open Black Jacket over Red Shirt, Blue Legs, B;lack Cap",4
fig-000654,Manuel Neuer (CMF),4
fig-000655,"Pilot, Open Black Jacket over Dark Gray Vest and Tie, Black Hat with Goggles",5
fig-000656,Mario Gotze (CMF),4
fig-000657,Aquanaut 1,5
fig-000658,"Race Driver, Green Torso, Green Legs, Lime Helmet",5
fig-000659,"Knight - Blue Torso, Dark Bluish Grey legs, Metallic Silver Helmet",4
fig-000660,Aquashark 1 with Flippers,7
fig-000661,"Medium Blue Torso, Blue Overall, Blue Cap",4
fig-000662,"Pirate - Blue Jacket, Light Gray Legs, Brown Tricorne (3626b Head)",4
fig-000663,Claus Stormward - Possessed Form,5
fig-000664,"Clone Pilot, Plain Black Head",4
fig-000665,"Pirate - Blue Stripes, White Legs, Red Bandana, 3626a",4
fig-000666,"Pirate - Blue Jacket, Black Legs, Black Bicorne",4
fig-000667,Benedikt Howedes (CMF),4
fig-000668,Soldier (Imperial Armada) - Red,4
fig-000669,Crawley,4
fig-000670,Marco Reus (CMF),4
fig-000671,President Business (CMF),4
fig-000672,"Man, Yellow Shirt with Two Stripes and 'S', Light Gray Legs, Black Hard Hat",4
fig-000673,"Emmet, Red Hard Hat",4
fig-000674,"Postal Worker, Red Shirt with Horn Logo, Black Legs, Black Hat (3626a Head)",4
fig-000675,"Man, Black Overalls, Red Hard Hat (3626a Head)",4
fig-000676,"Cargo Worker, Green Jacket with Pocket, Green Cap, Sunglasses",4
fig-000677,"Man, Red Torso, Blue Legs, Black Hard Hat",4
fig-000678,Toni Kroos,4
fig-000679,"Construction Worker, Orange Overalls, Red Hard Hat, Beard and Glasses",4
fig-000680,Cam with Black Flippers,8
fig-000681,"Man, White Torso, Green Legs, White Cap",4
fig-000682,Scott Francis - Possessed Form,8
fig-000683,Mesut Ozil (CMF),4
fig-000684,"Woman, Red Riding Jacket, White Legs, Black Hard Hat",4
fig-000685,Taco Tuesday Guy (CMF),6
fig-000686,"Man, Blue Shirt with Buttons and Pockets, Black Legs, Black Hat",4
fig-000687,"Racer, Green Jacket with Zipper and Octan Logo, White Cap",4
fig-000688,"Repairman, Light Gray Vest with Phone Logo and ID Badge, Blue Cap, Sunglasses",4
fig-000689,"Construction Worker, Blue Jacket with Zipper and Bulldozer Badge, Blue Legs, Red Hard Hat",4
fig-000690,"Jet, Trans-Neon Green Visor",5
fig-000691,"Racer, White Jacket with Zipper and Octan Logo, White Helmet with Visor, Blue Sunglasses",5
fig-000692,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, White Hard Hat, Beard",4
fig-000693,Sparks,5
fig-000694,Paintball Player,5
fig-000695,Robot (CMF),5
fig-000696,"Mechanic, Red Overalls, Blue Cap, Printed Hair",4
fig-000697,"Policeman, Black Jacket with Zipper and Badge, Black Cap, Sunglasses",4
fig-000698,Sad Clown,5
fig-000699,"Fireman, Black Fire Jacket with Red Belt and Badge, Black Hair",4
fig-000700,"Man, Green Jacket, White Legs, White Cap, Yellow Life Vest, Blue Sunglasses",5
fig-000701,"Fireman, Classic, Black Fire Jacket with Red Belt and Buttons, White Helmet (3626b Head)",4
fig-000702,Bastian Schweinsteiger (CMF),4
fig-000703,"Man, Brown Jacket, Light Gray Legs, Blue Helmet with Visor, Blue Visor",5
fig-000704,"Woman, White and Blue Striped Shirt, White Legs, Black Hair",4
fig-000705,"Racer, Red Jacket with Octan Logo and 'RACING', Red Legs, Red Helmet with Visor, Sunglasses",5
fig-000706,"Man, Black Jacket over Red Shirt, Black Legs, White Cap",4
fig-000707,"Doctor, Woman, White Jacket with Red Cross, White Legs, Black Hair",4
fig-000708,Baseball Fielder,4
fig-000709,Christoph Kramer (CMF),4
fig-000710,"Diver, Man, Red Wetsuit, Black Helmet with Mask, Airtank, Flippers, Printed White Hair",8
fig-000711,Shkodran Mustafi (CMF),4
fig-000712,Lloyd Garmadon,5
fig-000713,"Man, White Torso with Red and Blue Stripes, Blue Legs, Red Helmet",4
fig-000714,"Construction Worker, Blue Jacket with Highway Logo, Blue Legs, Red Hard Hat",4
fig-000715,"Man, White Top with Large Octan Logo, Green Legs, Red Cap",4
fig-000716,"Man, Brown Jacket, Black Legs, Black Helmet with Visor, Sunglasses",5
fig-000717,"Doctor, Woman, White Jacket with Red Cross, Black Hair",4
fig-000718,"Racer, Red Jacket with Zipper, White Helmet with Visor",5
fig-000719,"Man, Blue Shirt with Buttons and Pockets, Black Legs, Red Hard Hat",4
fig-000720,"Man, Blue Overalls, Blue Cap - 3626a Head",4
fig-000721,"Man, Blue Overalls, Black Hair",4
fig-000722,"Man, Plain Red Torso, Black Legs, Red Hard Hat, Yellow Vest",5
fig-000723,"Arctic Crew, Black, Hood",5
fig-000724,"Man, Red Overalls, Red Hard Hat (3626b Head)",4
fig-000725,"Man, Blue Jacket with Zipper, Blue Legs, Red Cap, Sunglasses",4
fig-000726,"Man, Red Top with Exxon Logo, Black Legs, Black Hat",4
fig-000727,"Doctor, White Jacket with Red Cross, White Legs, Red Helmet",4
fig-000728,"Man, Green Jacket, Blue Legs, Blue Cap, Blue Sunglasses",4
fig-000729,"Fireman, Classic, Black Fire Jacket with Red Belt and Buttons, White Helmet (3842a Helmet)",4
fig-000730,Stingray 3 with Flippers,6
fig-000731,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, Blue Hard Hat",4
fig-000732,Bill - Possessed Form,6
fig-000733,"Man - Blue Jacket, Blue Legs, Red Hat",4
fig-000734,Indian Chief,4
fig-000735,"Man, White Torso, Blue Legs, Helmet with Visor, Yellow Life Vest",6
fig-000736,"Soldier - Western, Lieutenant, Cap",5
fig-000737,"Res-Q Man, Helmet with Visor, Yellow Life Vest, Sunglasses",6
fig-000738,Pepper Roni with Neck Bracket,5
fig-000739,Brickster with Black Hat,4
fig-000740,"Criminal, Black Striped Top with Rope, Black Hat, Dark Tan Backpack, Stubble",5
fig-000741,Ogel,6
fig-000742,"Classic Spaceman, Blue with Airtanks (3842b Helmet)",5
fig-000743,"Bandit - Western, Black Jacket, White Handkerchief, Brown Hat",5
fig-000744,"Santa, Plain Red",5
fig-000745,"Classic Spaceman, Red with Airtanks (3842b Helmet)",5
fig-000746,Radia,4
fig-000747,"Futuron Spaceman, Blue with Airtanks and Dark Blue Visor",6
fig-000748,Johnny Thunder (Expedition),4
fig-000749,Space Police 2 Chief,7
fig-000750,"Ice Planet - White Eyebrows, Mustache",6
fig-000751,"UFO Alien, Red, Plain Black Helmet",4
fig-000752,"UFO Droid, Red",3
fig-000753,"Exploriens Spaceman, with Radio on Belt",6
fig-000754,"Exploriens Spaceman, with Breathing Apparatus",6
fig-000755,"Racer, Extreme Team, Black Jacket, Black Legs, White Helmet with Flames and Visor, Blue Sunglasses",5
fig-000756,Spyrius Chief,6
fig-000757,Octan Racer,6
fig-000758,"Emma - White Robe, White Trousers, Karate",5
fig-000759,"RoboForce, Red",6
fig-000760,"Knight (Knights Kingdom I) - Gilbert the Bad, Black Helmet, Horn",6
fig-000761,Viper,4
fig-000762,LEGOLAND Blue,4
fig-000763,Techno Leon,5
fig-000764,Danny Longlegs / Corporal Steel,4
fig-000765,"Girl, Cardigan Tied with Bow, Necklace, Short Dark Blue Legs",4
fig-000766,Jake the Dog (Dimensions),3
fig-000767,Buzz Lightyear (CMF),7
fig-000768,"TIE Pilot, Printed Legs",4
fig-000769,Striped Vest with Yellow Striped Scarf and Black Legs,4
fig-000770,"Policeman, Dark Blue Shirt with Radio and Badge, Black Legs, Black Cap, Smile",4
fig-000771,Jasmine,4
fig-000772,General Rieekan,4
fig-000773,"Obi-Wan Kenobi, Yellow Skin, Headset",4
fig-000774,"Man - Black Torso, Blue Pants",4
fig-000775,"White Torso, Blue Overall, Red Cap",4
fig-000776,"Man, Plain Blue Torso with White Arms, Dark Blue Arms, Light Bluish Gray Helmet",4
fig-000777,"Boy, Plain Red Torso, Short Dark Blue Legs, Dark Orange Hair",4
fig-000778,Finn the Human (Dimensions),5
fig-000779,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, Dark Bluish Gray Helmet with Visor, Orange Sunglasses",5
fig-000780,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, White Helmet, Breathing Apparatus, Airtanks, Orange Sunglasses",7
fig-000781,"Construction Worker, Orange Overalls over Blue Sweater, Red Hard Hat, Stubble",4
fig-000782,LEGOLAND Black,4
fig-000783,Shadow with Rope Bundle,4
fig-000784,"Man, White Tank Top with Windsurfer, Blue Legs, Red Cap",4
fig-000785,"Mechanic, Blue Jumpsuit with Octan Logo, Red Cap",4
fig-000786,"Fireman, Black Fire Jacket, White Helmet, Silver Sunglasses",4
fig-000787,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4
fig-000788,Jean Grey in Phoenix Costume,4
fig-000789,"Man, Green Jacket, Green Legs, Red Cap, Blue Sunglasses",4
fig-000790,B.A. Baracus,4
fig-000791,Abby Yates (Dimensions),4
fig-000792,Digger with Binoculars Hanging Round Neck,4
fig-000793,"TIE Pilot, Plain Legs, Plain Reddish Brown Head",4
fig-000794,"Man, Plain Black Swimsuit, Black Hair, Yellow Life Vest, Sunglasses",5
fig-000795,"Racer with Lime Jacket with Black and White Checks, Red Helmet with Trans-Clear Visor",5
fig-000796,"Rebel Trooper in Endor Uniform, Sand Green Legs, Goatee Beard",4
fig-000797,"Policeman, Black Jacket with Pocket and Badge, White Cap",4
fig-000798,"Criminal, Open Light Bluish Gray Jacket over Prison Shirt, Black Hat, Red Scarf, Gold Tooth",5
